diff_id,language,gen_intent,nli_signed_gold→gen_intent,nli_signed_diff→gen_intent,gen_content,nli_signed_gold→gen_content,nli_signed_diff→gen_content,gen_baseline,nli_signed_gold→gen_baseline,nli_signed_diff→gen_baseline
28817,cs,Add dry-run option to PurgeBrokenFiles test to verify issue #4379.,0.003996909566922113,0.8773719258606434,"The diff adds a new using statement for the Duplicati.Library.Main namespace, and adds two new methods to the PurgeBrokenFilesTest class: a dry-run method that",0.0031905202195048332,0.36484941467642784,Add dry-run option to purge broken files test.,0.9950684947543778,0.605246014893055
28883,cs,Update OnnxConverter to support ONNX-ML format.,0.8769941853825003,0.21420699218288064,"The diff changes the API for converting an ML.NET model to ONNX format by inspecting the transform pipeline from the end, checking for components that know how to save themselves as ONN",6.0421996749937534e-05,0.8302843347191811,Update OnnxConverter to support ONNX-ML format.,0.8769946924876422,0.21420699218288064
28924,cs,Update opacity mask implementation to use a stack for better performance.,-0.02707446599379182,0.06532589346170425,The diff changes the implementation of the `PushOpacityMask` and `PopOpacityMask` methods in the `DrawingContext` class.,0.0011273981945123523,0.8280384736135602,Refactor PushOpacityMask and PopOpacityMask methods in DrawingContext class.,-0.002502728719264269,0.15491506503894925
29189,cs,Update cache value info for hit and check released.,-0.6875131316483021,0.9812032459303737,The diff changes the code in the `GetProviderMetadata` method to add a check for the `ProviderMetadata` object being released before updating the cache.,-0.013642395846545696,0.4655422458308749,Update cache value info for hit in GetProviderMetadata method.,-0.7992232209071517,0.9832387154456228
29236,cs,Update local variable information for method mirror.,-0.5559031087905169,0.9089178084395826,The diff changes the code to add a new method to the `Mono.Debugger.Soft.MethodMirror` class.,-0.015170610509812832,0.6274065673351288,Update MethodMirror to include local variables and arguments.,-0.14777201134711504,0.8553649968816899
29537,cs,"""Update ScriptBlock.Create and ScriptBlock.GetPowerShell methods to use a new Language.Parser class""",-0.024775197554845363,-0.263769268989563,"The diff changes the way the `ScriptBlock` class creates and returns a `PowerShell` object, adding a new overload that takes a `Dictionary<string, object>` of variables and",-0.00018737243954092264,0.04802841320633888,"""Fix ScriptBlock.Create and ScriptBlock.GetNewClosure to use the correct ExecutionContext""",-0.002024207089561969,-0.014005735516548157
29730,cs,Refactor ClientWebSocketTest to use a single instance of ClientWebSocket.,-0.408572718501091,0.3114268183708191,"The diff changes the implementation of the `ClientWebSocket` class, adding a new `ClientWebSocket` field and a new `Setup` method, and removing the `ClientWebSocket`",-0.09230096451938152,-0.39994074404239655,Refactor ClientWebSocketTest to use a single instance of ClientWebSocket.,-0.40857359766960144,0.3114268183708191
29756,cs,Refactor XamlIlBindingPathHelper.Emit to use Avalonia.CompiledBindingPathBuilder.Ancestor instead of FindAncestor.,-0.1974430326372385,-0.2157779335975647,The diff changes the method `Emit` in the `XamlIlBindingPathHelper` class to use the `Ancestor` method instead of the `FindAncestor,0.003105398267507553,-0.4498380422592163,"Refactor XamlIlBindingPathHelper.Emit to use Avalonia.CompiledBindingPathBuilder.FindMethod(""FindAncestor"") and ""Ancestor""",-0.3459155447781086,0.4997544139623642
29766,cs,Add strong hit judgement and rim hit functionality to Taiko playfield.,-0.011010745540261269,0.29317974485456944,"The diff changes the way strong hits are judged in the taiko game mode, adding a new ""Strong"" judgement type and modifying the way strong hits are handled in the game",0.07655708282254636,0.16990435449406505,Refactor: Improve performance of Taiko hit object rendering.,0.028418531641364098,0.010653525590896606
29890,cs,Update session ID after authenticating user.,0.2615926265716553,0.9161354159004986,The diff changes the session ID after authenticating a user using Digest authentication.,0.23989835381507874,0.9536881358362734,Update DigestAuthProvider to use new session ID.,0.8834038292989135,0.2569316700100899
29951,cs,Add check for base availability before deploying MCV.,0.8199545642710291,0.7310826694592834,The diff changes the logic for determining the location of a Mobile Construction Vehicle (MCV) to prioritize the base if it is available.,0.011449624318629503,0.3855127114802599,Fix issue with MCV deployment restriction to base.,0.9045589491724968,0.9478132086223923
30017,cs,Refactor method to use MethodBuilder.GetToken() and ConstructorBuilder.GetToken() instead of manual token calculation.,0.012943933252245188,0.18240462243556976,The diff changes the implementation of the `Token` property in the `SourceMethod` class.,0.0019468042301014066,0.657964538782835,Refactor method to use a local variable for the token.,0.001204423955641687,-0.06538864970207214
30271,cs,"""Update TimeZoneInfo tests to include new TimeZoneInfo 's_strCatamarca' and 's_strLisbon'.""",0.0004322592867538333,0.031067761592566967,"The diff changes the code to use a different string for the ""Catamarca"" time zone, which was previously hardcoded as ""Argentina Standard Time"".",-0.006447634659707546,0.6209444084670395,"""Fix incorrect timezone ID for Catamarca""",-0.4250028682872653,-0.3364550657570362
30275,cs,"""Convert raw data files to a format suitable for analysis""",0.5673037767410278,0.4562692064791918,"The diff changes the code in the `Convert` method of the `PsychSignalDataConverter` class. It adds a new `tempRawFile` variable, which is used to",-0.007638770621269941,0.22766145318746567,"""Convert from raw data files to CSV format""",-0.8566106259822845,0.14318661391735077
30289,cs,"Add support for listing actual signature files with the ""fh-dbpath"" option.",-0.5855426080524921,0.9354229895398021,"The diff adds an ""if"" statement that checks if the ""fh - dbpath"" option is set, and if so, prints an error message and returns 200.",-0.006371606606990099,0.7119529098272324,"Add support for listing actual signature files with the ""fh-dbpath"" option.",-0.5855431454256177,0.9354229895398021
30471,cs,"Update ComboBox to use System.Collections.Generic and System.Diagnostics, and add event for SelectedItemChanged.",-0.023490222170948982,0.2575747109949589,"The diff changes the use of the `System.Linq` namespace to the `System.Collections` namespace, and adds the `System.Collections.Generic` namespace. It also adds the",-0.0023934878408908844,0.4349226951599121,Update ComboBox to use System.Collections.Generic and System.Diagnostics.,-0.14423361979424953,-0.0016055852174758911
31190,cs,Update browser loading state and title in UI thread.,0.12933605536818504,0.5758690983057022,Changes the behavior of the OnBrowserLoadingStateChanged method.,0.0782661612611264,0.8732205405831337,Update browser loading state and title in UI thread.,0.12933585792779922,0.5758690983057022
7,go,Update DNS provider output to show only the first 10 characters of the provider name.,-0.28081642277538776,-0.003329753875732422,"The diff changes the output of the `fmt.Printf` statements in the `main` function, adding a dots to the end of the first line and adding a new line after the",-0.0017601661384105682,0.31072134152054787,Update DNS provider output to show only the first 10 characters of the status label.,-0.2907042959704995,0.21425677090883255
10,go,Update help message for `dnscontrol` command.,-0.017704281955957413,0.17397016938775778,The diff changes the formatting of the usage message in the `main` function.,-0.0030350107699632645,0.5413078805431724,Update command usage and formatting in main.go.,0.015425321413204074,0.546688168309629
65,go,"Implement Registrar, DNSServiceProvider, and DomainCreator interfaces for providers.",0.0019174180924892426,0.9659692549612373,"The diff changes the behavior of the `Registrar`, `DNSServiceProvider`, and `DomainCreator` interfaces by adding a new method to the `Registrar` interface and",-0.001924767391756177,0.11521795392036438,"Implemented Registrar, DNSServiceProvider, and DomainCreator interfaces.",-3.818678669631481e-05,0.977142205927521
112,go,Update Azure DNS provider to use ListAllByDNSZone instead of ListAllByDNSZoneComplete.,-0.0016567017883062363,0.04344075918197632,"The diff changes the way the `recordsClient.ListAllByDNSZoneComplete` method is called, adding a `for` loop to iterate over the results and appending the records",0.00022381421877071261,0.6926366772968322,Update Azure DNS provider to use new ListAllByDNSZone method.,0.0038647186011075974,0.09826778806746006
115,go,Update SRV w/ null target testgroup to require SRV support.,0.33599225617945194,0.6452937452122569,The diff changes the `requires` function call in the `testgroup` function to include the `providers.CanUseSRV` parameter.,0.003505051601678133,0.40570206474512815,Update SRV w/ null target testgroup to require CanUseSRV provider.,0.0052328407764434814,0.7350537475431338
131,go,Add rate limiting to Hetzner API requests.,-0.6146986172534525,0.7551388712599874,The diff adds a for loop before the request and removes a for loop after the request.,-0.015122239827178419,0.19729188084602356,Add for loop to handle rate limiting in hetznerProvider.request(),-0.17172118462622166,0.27658064663410187
151,go,"""Add debug logging for DNSMADEEASY provider initialization""",-0.030495956540107727,0.2229116316884756,"The diff changes the way the DNSMADEEASY provider is created, adding a new line to print the base URL being used.",0.022079288261011243,0.5348426417913288,"""Added debug logging for DNSMADEEASY provider initialization""",-0.03254120657220483,0.0374348578043282
170,go,Update TTLs for labels in records.,-0.485800638794899,0.8970782624091953,Changes the way the TTLs are collected for each label in the records.,-0.29841873049736023,0.49073908547870815,Update label TTLs in validate.go.,-0.13020680751651525,0.5651119807735085
221,go,"""Add support for IDNA conversion for hostname records""",-0.8603961113840342,-0.0674917995929718,"The diff changes the code to convert hostnames in the `GetDomainCorrections` function to Unicode using the `idna` package, which is necessary for DNS records that contain hostnames",0.0009777711820788682,0.16954151960089803,"""Add support for IDNA in Vultr DNS provider""",-0.8321691630408168,0.014355629682540894
234,go,Update DNSSEC options for domains with AutoDNSSec.,-0.010909385979175568,0.90176184871234,The diff changes the condition in the `if` statement from `existingAutoDNSSecEnabled == desiredAutoDNSSecEnabled == true` to `existingAutoDNSSecEnabled,0.30290382355451584,0.894417411647737,Update DNSSEC options for domains with AutoDNSSec.,-0.01090967282652855,0.90176184871234
276,go,"""Update KubeConfig loader to use client-go's clientcmd package""",0.6387215114664286,0.017978422343730927,The diff changes the import statements and the code inside the `Load` method of the `FSLoader` struct.,-0.09039846528321505,0.7486281474120915,Refactor kubeconfig loader to use clientcmd package.,0.44745630538091063,0.17255042493343353
296,go,Update stream command error logging to debug level.,0.030754689825698733,0.47373372642323375,"Changes the log level of an error message from ""error"" to ""debug"".",0.9623517218860798,0.8397105785552412,Update stream command logging level to debug.,0.014949958422221243,0.39948236756026745
316,go,Update API service startup to use KubeConfig from context.,0.015948578715324402,0.655754566192627,The diff changes the code in the `NewRunner` function to use a channel to receive the kubeconfig path instead of a global variable.,-0.38521127216517925,0.3229179596528411,Refactor: Simplify API initialization and start API service.,0.7106947882566601,0.5212641824036837
338,go,Refactor OplogTail to use a session for tailing the oplog.,-0.07190342247486115,0.4420983325690031,"The diff changes the implementation of the `tailQuery` method in the `OplogTail` struct, adding a new method `tailQuery` that takes a `session` parameter and returns",3.178720362484455e-05,0.23017093539237976,Refactor oplog tailing logic to use a new method and remove redundant code.,0.024826280772686005,0.1432023700326681
342,go,Add unmarshalling of oplog entry from BSON to tail() method.,0.051556785590946674,0.6642855755053461,"The diff adds 5 lines of code to the `tail()` function, including a new variable `oplog` and a new `if` statement.",-0.0015405454323627055,0.012061035202350467,Add unmarshalling of oplog entry from BSON to tail() method.,0.051556868478655815,0.6642855755053461
398,go,Remove unnecessary MongoDB authentication check.,0.8607128905132413,-0.5378363579511642,Removes 4 lines of code from the main function.,0.00014742981875315309,-0.003328690305352211,Remove unnecessary MongoDB authentication code.,0.7566932598128915,-0.3950621634721756
401,go,Update database connection and watchdog interval.,0.25806349515914917,0.2888212651014328,"The diff changes the value of the `dbPingInterval` variable from 60 seconds to 1 second, and adds a new `if` statement to check if the MongoDB session is",-0.0075617590919137,0.04679544270038605,Improve database connection management in grpc client.,0.05468609929084778,0.08949641603976488
434,go,Update backup function to use new storage type.,0.23504020832479,0.1222778744995594,The diff changes the code in the `backup` function to use a different storage type and endpoint URL.,0.012318146647885442,0.8280755613232031,Fix backup function to use correct storage type.,0.8777377924416214,-0.02821914106607437
437,go,Update Docker client version to 1.39.,-0.01273193210363388,0.04189677909016609,Changes the Docker client version from 1.40 to 1.39 in the `NewDocker` function.,-0.0007313364185392857,0.4712503950577229,Update Docker client version to 1.39.,-0.01273193210363388,0.04189677909016609
470,go,Refactor: Move penalty to failed node to after lock release.,-0.03374062664806843,0.7512633949518204,The diff changes the way the `pitr` function handles errors when streaming oplog data.,-0.006151597946882248,0.7297084592282772,Fix PITR stream error handling and add penalty to failed node.,0.921953845769167,0.5666236281394958
482,go,Add InsecureSkipTLSVerify option to S3 client to disable client verification of the server's certificate chain and host name.,0.006121856335084885,0.5211620866321027,"The diff adds a new field `InsecureSkipTLSVerify` to the `Conf` struct, which is used to disable client verification of the server's certificate chain and",0.001270848180865869,0.32974827848374844,Add support for InsecureSkipTLSVerify option in S3 client.,0.0019001716282218695,0.3102097138762474
502,go,Add security options to backup description.,0.9324178893584758,0.8646169996354729,The diff adds a new field `SecurityOpts` to the `bcpReplDesc` struct and adds a new if statement to the `describeBackup` function to handle the,0.001032042782753706,0.08687324612401426,Add security options to backup description.,0.9324178893584758,0.8646169996354729
503,go,"Update restore status handling to include ""PartlyDone"" status.",0.592214398086071,0.682969045417849,"The diff changes the status check in the `waitRestore` function from `case pbm.StatusDone` to `case pbm.StatusDone, pbm.StatusPartlyDone",-0.34128086268901825,0.9765649859327823,Update restore status handling in cli/restore.go,0.002252376638352871,0.42525293258950114
513,go,Update error handling in pbm_ctl.go.,-0.3599836304783821,0.5500240446999669,The diff changes the formatting of an error message in a Go function.,0.053783523151651025,0.7337775651249103,Fix restore error handling in pbm_ctl.go.,-0.597181174904108,0.20282155834138393
515,go,Update storage getter in PhysRestore init method.,0.1212533600628376,0.7924875922035426,The diff changes the argument passed to the `GetStorage` method from `r.log` to `l`.,0.0019045094959437847,0.678386447718367,Fix issue with GetStorage() in PhysRestore.,0.001993161073187366,0.2515162411145866
518,go,Update source backup multiplier map.,0.07418138161301613,0.5157865975052118,"The diff changes the code by adding a new line of code, `c = make(map[string]float64)`, and modifying the existing code by changing the `if` statement to",0.015462098643183708,0.6713452637195587,Fix backup source host multiplier calculation.,-0.3562794364988804,0.45760199800133705
524,go,Flush incremental backup history for base backup.,0.975562798557803,0.9743035684805363,"The diff adds 16 lines of code to the `doPhysical` function, including a new `else` block and several new lines of code inside it.",-0.00044663925655186176,0.009044392965734005,Flush incremental backup history for base backups.,0.9734941623173654,0.9660135062877089
538,go,Update NATS client flags to use placeholders for environment variables.,-0.00023773778229951859,0.2947016730904579,The diff changes the placeholders for the flags in the nats/main.go file.,-0.008465762250125408,0.18362058699131012,Update NATS CLI flags to include placeholders for environment variables.,0.02061996143311262,0.3151924330741167
571,go,Update SchemaValidator to use fmt.Sprintf for unknown schema type error message.,-0.005688764154911041,0.1320583529304713,Changes the way the error message is formatted in the `ValidateStruct` method.,0.002113919093972072,0.12211765302345157,Update SchemaValidator to use fmt.Sprintf for unknown schema type error message.,-0.005688764154911041,0.1320583529304713
605,go,"""Update server report command to include server name and cluster in connection overview""",0.9687816970981658,-0.022282499819993973,The diff changes the following at the code level:,0.03785585705190897,0.2548842681571841,"""Add support for string slices in server report command""",-0.3451012372970581,0.015899546444416046
727,go,Update server request command to use new event filter options.,-0.12208813056349754,0.15447837486863136,The diff changes the code in the `reqFilter` function to add a new `EventFilterOptions` struct and set its fields based on the `c` struct.,0.0015536998398602009,0.2191144172102213,Update server request command to include domain filter.,-0.057058004662394524,0.1699223667383194
729,go,Add support for request body and header in reply command.,0.968333451077342,0.9828474165697116,"The diff changes the code in the file ""cli/reply_command.go"" by adding 10 lines and changing 6 lines.",-0.002053444506600499,0.04728267132304609,Add support for request and reply subjects in NATS CLI.,0.002464302640873939,0.8212930198060349
746,go,Add expectedClusterSize variable to reportJetStream() to check if the cluster size is expected.,-0.16201531141996384,0.6614398418460041,The diff changes the code to add a new variable `expectedClusterSize` and to use it in the calculation of the number of up nodes required for JetStream operation.,-0.21193203143775463,0.7493306442629546,"""Added expectedClusterSize variable to reportJetStream function""",-0.07719831168651581,0.6145297158509493
748,go,Refactor server_check_command.go to use nagiosCode() instead of exitCode() for prometheus rendering.,-0.02885625115595758,0.07035902421921492,The diff changes the function name from `exitCode` to `nagiosCode` and adds a new function `exitCode` that calls `nagiosCode` if the `check,0.004429219290614128,0.10487490147352219,Refactor server_check_command.go to use nagiosCode() instead of exitCode() for prometheus rendering.,-0.02885625115595758,0.07035902421921492
749,go,Add subject mapping transform to stream source.,0.6781837288290262,0.8122444674372673,"The diff changes the code level by adding new lines of code, modifying existing lines, and removing lines of code.",0.021574724931269884,0.3972499184310436,Add subject mapping transform to stream source.,0.6781837288290262,0.8122444674372673
756,go,"""Update JetStream stats and account details for server report command""",0.047919403295964,0.1722104623913765,"The diff changes the way the code handles JetStream statistics, specifically the number of streams, consumers, messages, and bytes. It adds a new variable `jss` to store the Jet",0.007644886150956154,0.05727843567728996,Refactor JetStream report command to use new struct names and fields.,-0.049941420555114746,0.018778271973133087
774,go,Update registration URL in client.go.,-0.8889897204935551,0.2763661742210388,Changes the URL used for registration in the Discovery client.,-0.7542027905583382,0.8414028901606798,Fix redirect logic in disco/client.go,0.6633641687221825,-0.07799267023801804
819,go,Add error handling for unauthorized responses.,0.2840985171496868,0.8652221048250794,"The diff adds two new lines of code to the `sendRequest` and `cliJSON` functions, respectively, in the `cmd/rqlite/main.go` file.",0.00029081551474519074,0.49767056852579117,Add error handling for unauthorized responses in sendRequest and cliJSON functions.,-0.0028452975675463676,0.8131395268719643
854,go,Refactor HTTP service to use new statement parsing logic.,0.025844315416179597,0.16133028268814087,"The diff changes the code level by adding new lines, modifying existing lines, and removing lines.",0.018413802608847618,0.19781974703073502,Refactor HTTP service to use new store API,0.0044371597468853,0.06292370706796646
857,go,Add support for backwards-compatibility in Raft commands.,0.8825664409960154,0.9824516864209727,The diff changes the code to support backwards-compatibility by adding a check for the presence of parameters in Raft commands.,0.3648371696472168,0.6807217479799874,Update subCommandToStatements to support backwards-compatibility.,0.2995063471607864,0.843601056461921
863,go,Update backup.go to use bytes.NewReader instead of io.Reader for restore request.,-0.02413272112607956,-0.06507565826177597,"The diff changes the type of the `restoreFile` variable from `io.Reader` to `[]byte`, and changes the way the `makeRestoreRequest` function is called.",-0.011716024950146675,0.2623320445418358,Fix backup.go to restore from a byte slice instead of an io.Reader.,-0.09709825552999973,-0.2896469980478287
871,go,Remove unused net package and code related to resolving TCP address.,0.10316070914268494,-0.5853643864393234,The diff changes the code to use the `addr` parameter instead of resolving the IP address from the `addr` parameter.,-0.2834551031701267,0.892853413708508,Fix join.go: remove unused net package and update addr formatting,-0.16171527933329344,-0.15454614721238613
874,go,Update usage message to include flags.,0.009364754194393754,0.8387981578707695,Changes the usage of the `main` function to use flags instead of positional arguments.,0.0006119636818766594,0.8118791077286005,Update command line flags for rqlited.,0.02213594038039446,0.7453082902356982
906,go,Add directory size to store stats.,0.9771447796374559,0.9272958086803555,The diff changes the code in the `Store.Stats()` method to include a new line of code to calculate the size of the Raft directory.,0.12052148464135826,0.6548204305581748,Add directory size to store stats.,0.9771447796374559,0.9272958086803555
913,go,Remove unnecessary GZIP writer and reset.,-0.06157081946730614,0.12412355840206146,"The diff changes the code in the `Marshal` function to use a new `gzip.Writer` instance instead of the previous one, and adds a new `gzw` variable to",0.001426622737199068,0.1953665390610695,Refactor gzip.NewWriterLevel to use a variable for the writer level.,0.005406179465353489,-0.2751266807317734
975,go,"""Add support for explicit redirects to leader node""",-0.008514298591762781,0.03673911839723587,"The diff changes the behavior of the `isRedirect` function, which was previously defined to return `true` if the `redirect` query parameter was set to `true`. The new version of",0.03618460753932595,0.12758202198892832,Add stats for remote executions and queries.,0.00587325356900692,0.9551363131031394
995,go,Update leader ID retrieval method in store tests.,-0.004822682589292526,0.5637401416897774,"The diff changes the implementation of the `LeaderID` method in the `Store` struct, adding a new `waitForLeaderID` function to wait for the leader ID",0.009818603051826358,0.2676240368746221,Refactor: Use `waitForLeaderID` instead of `LeaderID` to wait for the leader ID to be set.,0.058218514546751976,0.14110079035162926
1027,go,Update join addresses determination to include isNew parameter.,-0.46698369830846786,0.7551527805626392,The diff changes the behavior of the `determineJoinAddresses` function by adding a new parameter `isNew` and using it to determine whether to register with the Discovery Service or,0.0008747768588364124,0.4729819428175688,Update join addresses determination in rqlited main.go.,-0.542479494586587,0.8584764562547207
1032,go,Remove unnecessary parallelism from test functions.,0.9209955863771029,-0.20594346523284912,"The diff changes the number of lines in the code, specifically removing 8 lines and adding 6 lines in the `Test_Dump` function, and removing 7 lines and adding",-0.007965855300426483,0.37014129757881165,Remove unnecessary test code and parallelization.,0.7985911226132885,-0.24624547362327576
1046,go,"""Fix JSON marshaling of empty DB results""",0.03269204497337341,0.047737352550029755,Changes the JSON marshaling of a struct to return an empty list instead of an error.,-0.936371199786663,0.9303931491449475,Fix JSON marshaling of DBResults.,-0.215401329100132,0.11120136082172394
1094,go,Add error handling for unauthorized requests.,0.99393236960168,0.9690682211657986,"The diff adds 4 lines of code to the `execute` function, including an `if` statement and a `return` statement.",-0.004892061930149794,0.25625321827828884,Add error handling for unauthorized requests in HTTP service.,-0.8638813458383083,0.9586357380030677
1120,go,Fix store nodes error handling to return 503 for non-open store.,0.014781808713451028,-0.18016330897808075,"The diff changes the error handling in the `handleNodes` function to return a 503 status code if the store is not open, and a 500 status code otherwise.",0.0005812792369397357,0.04650635085999966,Fix store nodes error handling in HTTP service.,0.011056536808609962,0.2045944556593895
1157,go,Add state mutex to prevent race condition in collectd monitoring.,9.501824388280511e-05,-0.03532135486602783,"The diff changes the code level by adding a new mutex for the state variable, and changing the way the state is accessed and set.",0.00016610813327133656,0.1084600081667304,Add state mutex to Collectd struct for thread-safe state management.,-0.0007670742634218186,0.12221664935350418
1163,go,Add systemHealth and verbose flags to mesos plugin config.,-0.9796615827362984,0.9047483360627666,Adds two new fields to the `userConfig` struct: `SystemHealth` and `Verbose`.,0.9859504145570099,0.7498375060968101,Add systemHealth and verbose flags to userConfig struct.,0.9770497189601883,0.9553852925891988
1166,go,Update collectd config file with new plugins.,0.0013748143101111054,0.5304228700697422,"The diff changes the way the collectd configuration file is written, by using `os.Create` instead of `ioutil.WriteFile` and adding a `sync` call to ensure",0.0007370366365648806,0.081676559522748,Fix collectd config file creation and syncing.,0.7576575969578698,-0.06343355774879456
1173,go,Add nil check for restartDebouncedStop to prevent panic.,-0.9573359319474548,0.014528203755617142,"The diff changes the code to add a new line of code to the `runCollectd` function, which calls the `killChildProc` function and then sends a signal to the `sto",0.007526488043367863,0.21523683704435825,Fix collectd restart issue and add null check for restartDebouncedStop.,-0.3354904353618622,-0.010611578822135925
1174,go,Add restart delay and log messages for collectd child process.,-0.011327569372951984,0.5704376362264156,"The diff changes the code to add a restart delay of 2 seconds before restarting the collectd process, and to log a message when the process is stopped or dies unexpectedly.",-0.12119063688442111,0.5970236463472247,Update collectd child process management to handle unexpected deaths.,-0.5524975815787911,0.0814451789483428
1177,go,Remove unused Kubernetes namespace and node environment variables.,-0.804880638141185,-0.4126484990119934,The diff changes the behavior of the `watchPods` function in the `Observer` struct. It removes the `thisNamespace` and `thisNode` fields and replaces them with the,-0.06662392057478428,-0.0034233257174491882,Remove unused Kubernetes namespace and node environment variables.,-0.804880638141185,-0.4126484990119934
1179,go,Update hostname logic to use fqdn.Get() and fall back to os.Hostname() if necessary.,-0.02187661174684763,0.08188663423061371,"The diff changes the code in the `setDefaultHostname` function to use a different method to get the hostname, and adds a new line to set the hostname if it is not",0.0007482886430807412,0.16897924430668354,Update config.go to set default hostname.,0.0022939061746001244,0.6408218368887901
1188,go,Add CFS metrics to container CPU metrics.,0.9660957315936685,-0.30576522648334503,"The diff changes the code to add three new metrics to the `getContainerMetrics` function: `container_cpu_cfs_periods`, `container_cpu_cfs_",-0.06056111305952072,0.5524570271372795,Add CFS metrics to container metrics.,0.9373259078711271,0.02317589521408081
1200,go,Update datapoint and event send intervals to 1 second for faster agent performance.,0.00012155075091868639,0.12915912736207247,Changes the default values of two configuration parameters in the WriterConfig struct.,0.035029226914048195,0.9643927827710286,Update datapoint and event send intervals to 1 second.,-0.004864934599027038,0.4419497139751911
1207,go,"""Update container metrics to use current time instead of timestamp""",-0.8715555132366717,0.004210920538753271,"The diff changes the time used in the `now` variable in several places in the code, replacing it with `time.Now()` and using the new value in place of the old one.",0.006368104484863579,0.07147696055471897,"""Update time for datapoints in cadvisor collector""",0.07301962375640869,0.2431822195649147
1210,go,Add thread-safe copy of datapoints to cache.,-0.002296013874001801,0.9811032019788399,"The diff adds 12 lines of code to the function, including a for loop to copy the datapoints.",-0.00045135670370655134,0.7721875295974314,Add for loop to copy datapoints in AllDatapoints() method.,-0.026690300554037094,0.87785065206117
1225,go,Add time package to handle shutdown timeout.,0.02095111325616017,0.6768515859730542,Adds a time.After call to the shutdownComplete select case.,0.3624304533004761,0.9093604893423617,Add time package to handle shutdown timeout.,0.02095111325616017,0.6768515859730542
1227,go,Update container list and watch for changes in Docker containers.,0.4183855839073658,0.9341508131474257,"The diff changes the type of the `updateContainer` function from `func(id string)` to `func(id string) bool`, and adds a `return` statement to the end of",-0.0009406550088897347,0.0697651244699955,Refactor updateContainer function to return a boolean indicating whether the container was updated.,-0.0008796253241598606,0.3176279589533806
1228,go,Add envvar whitelist to prevent sensitive envvars from being exposed in logs.,0.00011643907055258751,0.01792312692850828,"The diff adds a new map called ""envVarWhitelist"" and a new if statement to check if the envvar is in the whitelist before setting it as an environment variable.",-0.010738668031990528,0.3662660224363208,Add envvar whitelist and unset unwhitelisted envvars in config preprocessor.,-0.02188299037516117,0.9157604034990072
1237,go,Remove unused Dimension field from Solr monitor configuration.,-0.015062289778143167,0.13373488187789917,"The diff changes the number of lines in the `Config` struct, removing two lines and adding one line.",-0.05839135963469744,0.18723838962614536,Refactor: Remove unused Dimension field from Solr monitor config.,0.0006771421758458018,0.09214338287711143
1254,go,Add smart agent version as a tag to spans.,0.9724145531654358,0.9808604647405446,The diff adds a new line to the `SignalFxWriter` struct and adds a new tag to the `span.Tags` map.,0.004466592625249177,0.8847900468390435,Add smart agent version as a tag to spans.,0.9724145531654358,0.9808604647405446
1258,go,Update pod tolerations and service tags.,-0.9985577799525345,0.6706318110227585,Removes 11 lines and replaces them with 6 lines.,-0.0013732898296439089,0.39025369921000674,Refactor tolerations and services to improve performance in pod metrics.,-0.14096238277852535,0.10252928803674877
1268,go,Add synchronous span shipping to SignalFxWriter.,-0.26693591475486755,0.9418621906079352,The diff changes the way the `SignalFxWriter` sends spans to SignalFx by adding error handling and logging.,0.515288399066776,0.8659404629725032,Refactor SignalFxWriter.sendSpans to add error handling and logging.,0.41910911560989916,0.2729081865400076
1274,go,Add container image dimension to kubelet metrics.,0.9793890020810068,0.6605084054172039,"Adds a new dimension ""container_image"" to the container metrics.",0.9206968749058433,0.6646200437098742,Update container metrics to include container image.,0.9825460617721546,0.8319453774020076
1275,go,Refactor process handle and token management to avoid unnecessary deferring and improve readability.,0.08472609240561724,0.3503731992095709,The diff adds a defer statement to close a Windows handle after it is opened.,0.616487592458725,0.7639369294047356,Refactor: Defer CloseHandle(h) after successful handle opening.,0.5794172510504723,0.8872005515731871
1280,go,Add debug logging for powered off hosts and VMs.,-0.9069956727325916,0.6582576222717762,"The diff changes the code in the `inventory.go` file to add two new lines of code, one in the `followHost` function and one in the `followVM` function",-0.004265277646481991,0.7449036166071892,Add debug logging for powered off hosts and VMs in inventory service.,-0.9322754085296765,0.5626871483400464
1287,go,Add newline to end of text responses to fix parsing issue.,0.007586691528558731,0.06705016153864563,"The diff adds a new import statement for the ""strings"" package and adds a new line to the code to handle the case where the last line of a ""text"" response is missing a newline",-0.03909355588257313,0.8013631771318614,Fix missing newline in Prometheus exporter decoder.,-0.6193769574165344,0.8645165031775832
1288,go,"""Update default dimensions to add to spans for correlated environments""",0.0027498812996782362,0.6652596648782492,The diff changes the default dimensions to add as span tags for correlated environments from `apmtracker.DefaultDimsToSyncSource` to `DefaultDimsToAddToSpans,0.029730214271694422,0.8386428169906139,Remove unused dimensions from tracetracker.,-0.9634647658094764,-0.35441143810749054
1294,go,Remove unnecessary timestamp and datapoints from Prometheus exporter.,0.3318625249667093,-0.12195704877376556,Removes 4 lines of code from the `Configure` function.,6.739683158230036e-05,-0.0009016348049044609,Remove unnecessary lines from Prometheus exporter.,0.23693582136183977,0.2251821532845497
1297,go,Add cast functions for pod and node objects to handle type conversion in observer.,-0.0008027716539800167,0.39522772282361984,"The diff adds new functions `castPod` and `castNode`, and modifies the `watchPods` and `watchNodes` functions to use these functions to cast the objects to the",-0.0037821512669324875,-0.013704568147659302,Add cast functions for pod and node objects to observer.,-0.005502012558281422,0.8255723863840103
